# 文本key,文本value
desc_210027_fun_3,"<AbDesc> Когда срабатывает Неожиданный приём Ног, в следующий ход урон от умений увеличивается на 15%</>"
desc_210027_fun_4,<AbDesc>Увеличивает урон от умений Ног на 15%</>
desc_210027_fun_5,<AbDesc>Необходимость приёмов для Комбинированного приёма уменьшена на 1</>
desc_210027_fun_6,"<AbDesc>После применения приёма Ног, применяется дополнительный случайный прием</>"
desc_210027_up_1,<NengLiJinJie>「Как Начать」 Используйте приёмы Ног</>
desc_210027_up_2,<NengLiJinJie>「Стать Экспертом」 Используйте приёмы Ног</>
desc_210027_up_3,<NengLiJinJie>「Стать Ветераном」 Используйте приёмы Ног</>
desc_210027_up_4,<NengLiJinJie>「Стать Мастером」 Используйте приёмы Ног</>
desc_210027_up_5,<NengLiJinJie>「Стать Гуру」 Используйте приёмы Ног</>
desc_210027_up_6,<NengLiJinJie>「Стать Мудрецом」 Используйте приёмы Ног</>
desc_210028_fun_1,<AbDesc>Сила атаки Оружием +1 за каждое использование приёма Оружием</>
desc_210028_fun_2,<AbDesc>Получите 1 дополнительный приём Оружием</>
desc_210028_fun_3,"<AbDesc> Когда срабатывает Неожиданный приём Оружием, в следующий ход урон от умений увеличивается на 15%</>"
desc_210028_fun_4,<AbDesc>Увеличивает урон от умений Оружием на 15%</>
desc_210028_fun_5,<AbDesc>Необходимость приёмов для Комбинированного приёма уменьшена на 1</>
desc_210028_fun_6,<AbDesc>После применения приёма Оружием повышает урон Оружием на 5% (складывается до 5 раз)</>
desc_210028_up_1,<NengLiJinJie>「Как Начать」 Используйте приёмы с Оружием</>
desc_210028_up_2,<NengLiJinJie>「Стать Экспертом」 Используйте приёмы с Оружием</>
desc_210028_up_3,<NengLiJinJie>「Стать Ветераном」 Используйте приёмы с Оружием</>
desc_210028_up_4,<NengLiJinJie>「Стать Мастером」 Используйте приёмы с Оружием</>
desc_210028_up_5,<NengLiJinJie>「Стать Гуру」 Используйте приёмы с Оружием</>
desc_210028_up_6,<NengLiJinJie>「Стать Мудрецом」 Используйте приёмы Оружием</>
desc_210029_fun_1,<AbDesc>Сила атаки Скрытым оружием +1 за каждое использование приёма Скрытым оружием</>
desc_210029_fun_2,<AbDesc>Получите 1 дополнительный приём Скрытого оружия</>
desc_210029_fun_3,"<AbDesc> Когда срабатывает Неожиданный приём Скрытым оружием, в следующий ход урон от умений увеличивается на 15%</>"
desc_210029_fun_4,<AbDesc>Увеличивает урон от умений Скрытого оружия на 15%</>
desc_210029_fun_5,<AbDesc>Необходимость приёмов для Комбинированного приёма уменьшена на 1</>
desc_210029_fun_6,"<AbDesc>После применения умения Скрытого оружия, добавляет 2 приёма Скрытого оружия на следующих ход</>"
desc_210029_up_1,<NengLiJinJie>「Как Начать」 Используйте приёмы с Скрытым оружием</>
desc_210029_up_2,<NengLiJinJie>「Стать Экспертом」 Используйте приёмы с Скрытым оружием</>
desc_210029_up_3,<NengLiJinJie>「Стать Ветераном」 Используйте приёмы с Скрытым оружием</>
desc_210029_up_4,<NengLiJinJie>「Стать Мастером」 Используйте приёмы с Скрытым оружием</>
desc_210029_up_5,<NengLiJinJie>「Стать Гуру」 Используйте приёмы с Скрытым оружием</>
desc_210029_up_6,<NengLiJinJie>「Стать Мудрецом」 Используйте приёмы с Скрытым оружием</>
desc_210030_fun_1,<AbDesc>Cтоимость предметов полученных попрошайничеством повышена до 20</>
desc_210030_fun_2,<AbDesc>Cтоимость предметов полученных попрошайничеством повышена до 30</>
desc_210030_fun_3,<AbDesc>Cтоимость предметов полученных попрошайничеством повышена до 45</>
desc_210030_fun_4,<AbDesc>Cтоимость предметов полученных попрошайничеством повышена до 70</>
desc_210030_fun_5,<AbDesc>Cтоимость предметов полученных попрошайничеством повышена до 100</>
desc_210030_fun_6,<AbDesc>Cтоимость предметов полученных попрошайничеством повышена до 200</>
desc_210030_up_1,<NengLiJinJie>「Как Начать」 Практикуйтесь в попрошайничестве</>
desc_210030_up_2,<NengLiJinJie>「Стать Экспертом」 Практикуйтесь в попрошайничестве</>
desc_210030_up_3,<NengLiJinJie>「Стать Ветераном」 Практикуйтесь в попрошайничестве</>
desc_210030_up_4,<NengLiJinJie>「Стать Мастером」 Практикуйтесь в попрошайничестве</>
desc_210030_up_5,<NengLiJinJie>「Стать Гуру」 Практикуйтесь в попрошайничестве</>
desc_210030_up_6,"<NengLiJinJie>「Стать Мудрецом」Говорят, это тайное знание [семьи Си]</>"
desc_210031_fun_1,<AbDesc>Возможность двигаться незамеченным. Более высокий уровень скрытности снижает вероятность обнаружения и увеличивает вероятность успешного сокрытия</>
desc_210031_fun_2,<AbDesc>Увеличивает скорость передвижения в скрытности на 10%</>
desc_210031_fun_3,<AbDesc>Вы можете использовать Скрытое оружие во время скрытности</>
desc_210031_fun_4,<AbDesc>Увеличивает базовый шанс остаться незамеченным на 10%</>
desc_210031_fun_5,"<AbDesc>Шанс остаться в скрытности, если вы потерпите неудачу в Геомантии во время скрытности</>"
desc_210031_fun_6,"<AbDesc>Вход в режим скрытности снимает все ""Пятна""</>"
